Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude,Longitude,Snippet,naics code,input tokens,output tokens
1551,Kinross Gold,4.3,-2.5,14.9,9.1,Canada,North America,56.130366,-106.346771,"Sep 10, 2023 ... Creating value through responsible mining. Learn about how Kinross is making a positive contribution in the host communities and countries where we operate.",2122,109,2
1551,Weir Group,4.1,0.5,5.3,7.9,UK,Europe,55.378051,-3.435973,The Weir Group creates innovative engineering solutions for minerals and mining technology markets. Ask us about our wide range of products.,3331,99,2
1553,China Communications Services,9.8,0.4,7.2,4.7,China,Asia,35.86166,104.195397,"Positioning as a ""New Generation Integrated Smart Service Provider"" and striving to provide relevant smart solutions for various industry applications in the ...",5173,102,2
1554,ICAP,2.7,0.2,129.9,3.2,UK,Europe,55.378051,-3.435973,"Connecting clients to a world of liquidity. ICAP is a world-leading intermediary in wholesale financial, energy, and commodities markets.",5231,99,2
1555,Wistron,22.2,0.2,9.4,2.5,Taiwan,Asia,23.69781,120.960515,Wistron Corporation is a technology service provider supplying innovative.,5415,87,2
1556,Banca Popolare dell'Emilia,4.1,0.0,81.3,2.6,Italy,Europe,41.87194,12.56738,"Finanzia i tuoi progetti con BPER Banca: tante soluzioni di finanziamento, prestiti e mutui per realizzare i tuoi sogni.",5221,112,2
1556,Hokuhoku Financial Group,2.5,0.2,128.7,2.6,Japan,Asia,36.204824,138.252924,About Hokuhoku FG · Message from President · Corporate Data · Management Philosophy · Management Strategy · Subsidiaries and an Affiliate · Financial ...,5221,107,2
1559,Beam,2.5,0.4,8.6,10.1,USA,North America,37.09024,-95.712891,"Dental, vision, life, disability, and supplemental health. Our plans are easy to understand, easy to implement, and even easier to use.",5241,102,2
1560,Hokkaido Electric Power,7.7,-0.9,19.6,1.7,Japan,Asia,36.204824,138.252924,"Welcome to the website of the Hokkaido Electric Power Company (HEPCO), Japan. Please view our corporate information and activities.",2211,104,2
1561,LagardÃ¨re,9.5,0.1,12.4,5.0,France,Europe,46.227638,2.213749,"Jun 11, 2024 ... We're not declaring victory over inflation yet. Our destination is 2% and we know there will be bumps on the road there.",5111,111,2
1561,Kansas City Southern,2.2,0.4,6.4,11.9,USA,North America,37.09024,-95.712891,Kansas City Southern is the cross-border freight railroad at the heart of every transportation supply chain in the United States and Mexico.,4821,99,2
1563,Pall,2.7,0.6,3.5,7.6,USA,North America,37.09024,-95.712891,"Since 1946, we have pushed the limits of science and technology to solve the most complex filtration, separation and purification challenges.",3334,100,2
1564,Chinese Estates,0.4,1.3,9.6,2.9,Hong Kong,Asia,22.396428,114.109497,Chinese Estates is one of the leading property companies in Hong Kong. The Group comprises of three companies publicly listed on the Hong Kong Stock ...,5311,102,2
1565,Pinnacle West,3.3,0.4,13.4,6.3,USA,North America,37.09024,-95.712891,"New customer rates, record heat positively impact quarter-over-quarter earnings Customer and sales growth continue to reflect a strong Arizona economy Expanded ...",2211,102,2
1566,BOK Financial,1.5,0.4,28.1,4.2,USA,North America,37.09024,-95.712891,"Learn about our competitive banking services, credit solutions, financial planning and investment services for individuals, small businesses and ...",5222,98,2
1567,Yamaguchi Financial,1.8,0.2,110.2,2.5,Japan,Asia,36.204824,138.252924,"Get Yamaguchi Financial Group Inc (8418.T) real-time stock quotes, news, price and financial information from Reuters to inform your trading and ...",5231,108,2
1568,Dongfang Electric,6.0,0.3,12.6,4.7,China,Asia,35.86166,104.195397,Error,3353,77,2
1569,Coloplast,1.9,0.4,1.8,11.4,Denmark,Europe,56.26392,9.501785,"Coloplast develops ostomy, continence, urology, wound and skin care products and services that make life easier for people with intimate healthcare needs.",3391,104,2
1570,World Fuel Services,38.9,0.2,4.1,2.9,USA,North America,37.09024,-95.712891,... ). There was a problem loading the transcript. Refresh. Play. Our Solutions. Land Fuels · Energy Services · Sustainability. Aviation. Aviation. learn more ...,4861,109,2
1571,Burberry Group,3.0,0.4,2.4,9.7,UK,Europe,55.378051,-3.435973,"Founded in 1856, our brand is underpinned by our founder's passion for the outdoors. Thomas Burberry invented the innovative rain-ready fabric gabardine.",3152,109,2
1572,Salzgitter,13.4,-0.1,11.7,2.5,Germany,Europe,51.165691,10.451526,"an independent city in southeast Lower Saxony, Germany, located between Hildesheim and Braunschweig.",3311,97,2
1572,Scripps Network Interactive,2.3,0.4,4.1,9.6,USA,North America,37.09024,-95.712891,Scripps Networks expansive portfolio of national news outlets and leading entertainment brands reach nearly every American household.,5151,97,2
1574,Banrisul,3.6,0.4,22.3,3.6,Brazil,South America,-14.235004,-51.92528,Nossa Conexão Transforma! Quer acessar o app? O acesso deve ser feito direto pelo Aplicativo Banrisul. Se você ainda não tiver baixado ...,5221,109,2
1576,Arkema,8.4,0.3,7.2,6.4,France,Europe,46.227638,2.213749,Arkema is a global leader in Specialty Materials serving major societal and ecological challenges.,3254,90,2
1577,Shangri-La Asia,2.1,0.4,11.9,7.2,Hong Kong,Asia,22.396428,114.109497,"Corporate Profile. As an owner-developer-operator, Shangri-La Asia Limited has a diverse asset portfolio comprising hotels, offices, retail spaces, residential ...",7211,109,2
1578,Ingredion,6.5,0.4,5.6,5.3,USA,North America,37.09024,-95.712891,"Formulate for amazing taste AND better nutrition AND enhanced sustainability. Ingredion is your ideal partner in developing the future of food, empowering you ...",3113,103,2
1580,UNY Group Holdings,13.3,0.1,11.7,1.7,Japan,Asia,36.204824,138.252924,"UNY Co., Ltd is a company that operates a chain of supermarkets in Japan. Most of the stores are mainly located in the Chūbu and Kantō regions, ...",4451,112,2
1581,Indian Bank,2.6,0.3,27.5,1.4,India,Asia,20.593684,78.96288,Indian Bank established on 15th August 1907 as part of the Swadeshi movement. ISS certified Standard ISO27001:2013 very few Banks certified worldwide.,5221,109,2
1581,Joyo Bank,1.9,0.2,97.1,4.2,Japan,Asia,36.204824,138.252924,"Information regarding Business Integration with Ashikaga Holdings Co., Ltd. Websites of institutions with which the Bank has a close relationship.",5221,100,2
1581,Enagas,1.6,0.5,10.6,5.8,Spain,Europe,40.463667,-3.74922,"Enagás is an international leader in the development, maintenance and operation of energy infrastructure. For further information visit our website!",4862,99,2
1584,Teradata,2.7,0.4,3.1,9.6,USA,North America,37.09024,-95.712891,The most complete cloud analytics and data platform for AI. Deliver harmonized data and faster innovation.,5415,93,2
1585,Nishi-Nippon City Bank,1.9,0.2,92.7,2.4,Japan,Asia,36.204824,138.252924,"... 機関 福岡財務支局長（登金）第6号 加入協会 日本証券業協会 一般社団法人金融先物取引業協会. © THE NISHI-NIPPON CITY BANK, LTD. All right reserved. Page Top.",5221,142,2
1586,Marfrig Group,12.3,-0.1,12.0,2.5,Brazil,South America,-14.235004,-51.92528,Error,3116,77,2
1586,Hyosung,11.2,0.1,12.9,1.6,South Korea,Asia,35.907757,127.766922,"Hyosung Innovue is the leading ATM, cash machine, and kiosk manufacturing company that is continuously innovating self-service cash management technology ...",3320,104,2
1588,77 Bank,1.4,0.1,92.2,2.0,Japan,Asia,36.204824,138.252924,"Jan 30, 2024 ... to Stockholders & Investors ... The purpose of this web site is to provide information of The 77 Bank is not to induce viewers to conduct any sale ...",5221,114,2
1588,Wolters Kluwer,4.8,0.4,8.5,6.6,The Netherlands,Europe,52.132633,5.291266,"Wolters Kluwer is a global provider of professional information, software solutions, and services.",5111,97,2
1588,Plains Exploration,2.6,0.3,17.3,6.1,USA,North America,37.09024,-95.712891,"Plains Exploration & Production was a petroleum and natural gas exploration company based in Houston, Texas. In May 2013, it was acquired by ...",2111,105,2
1591,Empresas CMPC,4.8,0.2,14.0,8.0,Chile,South America,-35.675147,-71.542969,"En CMPC estamos comprometidos con esta mirada que nos impulsa a evolucionar como personas, empresa, industria forestal y sociedad, haciéndolo desde nuestros ...",1133,110,2
1592,Goodman Group,0.7,0.4,8.4,8.9,Australia,Oceania,-25.274398,133.775136,"Experience leading-edge innovation and design in communities that are committed to care, camaraderie and well-being.",6233,95,2
1592,Inner Mongolia Yili,6.0,0.3,3.2,8.9,China,Asia,35.86166,104.195397,"Yili is the leading domestic dairy industry, offering an extensive and highly-focused supply of dairy sources, including milk from the 45℃ Golden Milk Source ...",3111,108,2
1594,Grupo Argos,3.8,0.2,15.2,9.5,Colombia,South America,4.570868,-74.297333,En Grupo Argos transformamos positivamente la vida de las personas a través de inversiones y operaciones en los territorios donde estamos presentes.,2373,102,2
1594,CVR Energy,8.6,0.4,3.6,4.8,USA,North America,37.09024,-95.712891,Error,3241,77,2
1596,Magnitogorsk Iron & Steel,8.5,-0.1,16.2,3.3,Russia,Europe,61.52401,105.318756,"MMK is an iron and steel company located in the city of Magnitogorsk, Russia. [3] As of 2017, it was the 30th largest steel company in the world.",3311,121,2
1597,TDK,9.8,0.0,12.6,4.6,Japan,Asia,36.204824,138.252924,Welcome to TDK corporate website. TDK is the world's leading electronic components and devices company that has the high magnetics technology.,3344,100,2
1598,Bank of Kyoto,1.4,0.2,89.4,3.5,Japan,Asia,36.204824,138.252924,"Bank of Kyoto ... The Bank of Kyoto established its parent company, Kyoto Financial Group, in October 2023. Please use the Kyoto Financial Group website for ...",5221,108,2
1599,Helmerich & Payne,3.3,0.6,5.9,7.0,USA,North America,37.09024,-95.712891,"H&P's purpose-driven expertise, best-in-class technology and industry-leading rig designs help customers maximize production and unlock value beyond the…",2131,103,2
1600,McCormick & Co,4.0,0.4,4.2,9.4,USA,North America,37.09024,-95.712891,"McCormick & Company, Incorporated is a global leader in flavor, seasonings and spices. The company manufactures, markets and distributes spices, ...",3114,107,2
1601,Buenaventura,1.5,0.7,4.5,6.3,Peru,South America,-9.189967,-75.015152,"With large bent grass greens, coupled with emerald fairways, Buenaventura Golf Course is one of the finest municipal courses in the Southland.",7139,104,2
1602,Smiths Group,4.7,0.4,5.3,7.8,UK,Europe,55.378051,-3.435973,We are pioneers of progress. Smarter engineering from Smiths is solving some of the toughest problems facing the world today.,3324,99,2
1604,InTouch,0.3,0.5,1.5,8.6,Thailand,Asia,15.870032,100.992541,In Touch Ministries is the teaching ministry of Dr. Charles Stanley and is dedicated to leading people worldwide into a growing relationship with Jesus Christ ...,8131,102,2
1605,Hatteras Financial,0.5,0.3,26.4,2.7,USA,North America,37.09024,-95.712891,"Apr 11, 2016 ... Annaly will acquire Hatteras for consideration to be paid in cash and shares of Annaly common stock, which values Hatteras at $15.85 per share of Hatteras ...",5259,124,2
1606,Gecina,0.9,0.3,14.8,7.1,France,Europe,46.227638,2.213749,"Mar 9, 2024 ... Gecina develops a real estate portfolio of offices and residential properties worth €20 billion at June 2020 in very high-potential sectors ...",5311,113,2
1607,Sumitomo Rubber,8.2,0.4,8.5,4.3,Japan,Asia,36.204824,138.252924,"Sumitomo Rubber USA manufactures and sells a wide range of automotive tires in the US and internationally. Located in Tonawanda, NY, a suburb of Buffalo, ...",3262,110,2
1608,Kawasaki Kisen Kaisha,11.7,-0.5,12.3,2.2,Japan,Asia,36.204824,138.252924,Services · Terminal Operations · Logistics · Dry Bulk Carriers · Car Carriers · LNG Carriers · Carbon Solution Business · Tankers · Fuel Strategy & Procurement.,4831,111,2
1609,Atco,4.4,0.4,14.4,5.0,Canada,North America,56.130366,-106.346771,"ATCO is a diversified global corporation with a team of approximately 19000 people throughout ATCO and all subsidiary and affiliate companies worldwide, ...",5561,103,2
1610,Maanshan Iron & Steel,11.8,-0.6,12.2,2.3,China,Asia,35.86166,104.195397,"a Chinese listed company which engaged in steel manufacturing. The company was based in Ma'anshan, Anhui province.",3311,102,2
1611,Quinenco,4.1,0.2,46.3,5.0,Chile,South America,-35.675147,-71.542969,"Dec 31, 2023 ... Quiñenco is one of the largest and most diversified business conglomerates in Chile, with investments in leading companies of the financial, ...",5511,111,2
1611,Mizrahi Tefahot Bank,2.1,0.3,43.4,2.4,Israel,Asia,31.046051,34.851612,"The site contains information on bank accounts, deposits and savings, types of mortgages, direct banking services, loans and a credit card that provides ...",5221,109,2
1613,TCL Corp,11.0,0.1,12.8,3.4,China,Asia,35.86166,104.195397,"TCL delivers meaningful experiences through thoughtful design and the latest technology, helping you enjoy more of the things you love.",3342,97,2
1613,Shandong Gold-Mining,6.3,0.3,2.0,7.6,China,Asia,35.86166,104.195397,Shandong Gold Group is a state-owned Chinese gold mining company under the provincial government of Shandong. The company is the second-largest producer of ...,2122,107,2
1615,Advance Auto Parts,6.2,0.4,4.6,5.9,USA,North America,37.09024,-95.712891,"Advance Auto Parts is your source for quality auto parts, advice and accessories. View car care tips, shop online for home delivery, or pick up in one of ...",4413,109,2
1616,E-L Financial,3.0,0.5,16.7,2.1,Canada,North America,56.130366,-106.346771,"Exchange Traded: Toronto. Ticker Symbol: Common Shares (ELF) First Preference, Series 1 (ELF.PR.F) First Preference, Series 2 (ELF.PR.G)",5231,115,2
1616,Western Refining,9.5,0.4,2.5,3.1,USA,North America,37.09024,-95.712891,Franklin Mountain Investments (FMI) is a diversified investment company owned by Paul L. Foster.,3241,94,2
1618,Banco de Valencia,1.2,-4.7,28.3,6.0,Spain,Europe,40.463667,-3.74922,Banco de Valencia ... This article needs additional citations for verification. Please help improve this article by adding citations to reliable sources.,5221,99,2
